Gender,Age,Type of Injury,Area,Type of Vehicle,Incidents
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Knallert,0
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Knallert,8
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Cykel,57
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger,19
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Andre,1
Mænd,45-64 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil,16
Mænd,45-64 år,Lettere tilskadekomne,Region Sjælland,Taxi,0
Mænd,45-64 år,Lettere tilskadekomne,Region Sjælland,Køretøj 0-3.500 kg under udrykning,0
Mænd,45-64 år,Lettere tilskadekomne,Region Sjælland,Varebil 0-3.500 kg.,4
Mænd,45-64 år,Lettere tilskadekomne,Region Sjælland,Lastbil over 3.500 kg.,2
Mænd,45-64 år,Lettere tilskadekomne,Region Sjælland,Bus,0
Mænd,45-64 år,Lettere tilskadekomne,Region Sjælland,Motorcykel,4
Mænd,45-64 år,Lettere tilskadekomne,Region Sjælland,Knallert,1
Mænd,45-64 år,Lettere tilskadekomne,Region Sjælland,Knallert,2
Mænd,45-64 år,Lettere tilskadekomne,Region Sjælland,Cykel,20
Mænd,45-64 år,Lettere tilskadekomne,Region Sjælland,Fodgænger,4
Mænd,45-64 år,Lettere tilskadekomne,Region Sjælland,Andre,1
Mænd,45-64 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil,28
Mænd,45-64 år,Lettere tilskadekomne,Region Syddanmark,Taxi,0
Mænd,45-64 år,Lettere tilskadekomne,Region Syddanmark,Køretøj 0-3.500 kg under udrykning,1
Mænd,45-64 år,Lettere tilskadekomne,Region Syddanmark,Varebil 0-3.500 kg.,2
Mænd,45-64 år,Lettere tilskadekomne,Region Syddanmark,Lastbil over 3.500 kg.,3
Mænd,45-64 år,Lettere tilskadekomne,Region Syddanmark,Bus,0
Mænd,45-64 år,Lettere tilskadekomne,Region Syddanmark,Motorcykel,5
Mænd,45-64 år,Lettere tilskadekomne,Region Syddanmark,Knallert,1
Mænd,45-64 år,Lettere tilskadekomne,Region Syddanmark,Knallert,7
Mænd,45-64 år,Lettere tilskadekomne,Region Syddanmark,Cykel,15
Mænd,45-64 år,Lettere tilskadekomne,Region Syddanmark,Fodgænger,6
Mænd,45-64 år,Lettere tilskadekomne,Region Syddanmark,Andre,1
Mænd,45-64 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil,46
Mænd,45-64 år,Lettere tilskadekomne,Region Midtjylland,Taxi,1
Mænd,45-64 år,Lettere tilskadekomne,Region Midtjylland,Køretøj 0-3.500 kg under udrykning,0
Mænd,45-64 år,Lettere tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.,6
Mænd,45-64 år,Lettere tilskadekomne,Region Midtjylland,Lastbil over 3.500 kg.,1
Mænd,45-64 år,Lettere tilskadekomne,Region Midtjylland,Bus,0
Mænd,45-64 år,Lettere tilskadekomne,Region Midtjylland,Motorcykel,4
Mænd,45-64 år,Lettere tilskadekomne,Region Midtjylland,Knallert,1
Mænd,45-64 år,Lettere tilskadekomne,Region Midtjylland,Knallert,7
Mænd,45-64 år,Lettere tilskadekomne,Region Midtjylland,Cykel,29
Mænd,45-64 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger,8
Mænd,45-64 år,Lettere tilskadekomne,Region Midtjylland,Andre,0
Mænd,45-64 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil,39
Mænd,45-64 år,Lettere tilskadekomne,Region Nordjylland,Taxi,0
Mænd,45-64 år,Lettere tilskadekomne,Region Nordjylland,Køretøj 0-3.500 kg under udrykning,0
Mænd,45-64 år,Lettere tilskadekomne,Region Nordjylland,Varebil 0-3.500 kg.,2
Mænd,45-64 år,Lettere tilskadekomne,Region Nordjylland,Lastbil over 3.500 kg.,2
Mænd,45-64 år,Lettere tilskadekomne,Region Nordjylland,Bus,1
Mænd,45-64 år,Lettere tilskadekomne,Region Nordjylland,Motorcykel,7
Mænd,45-64 år,Lettere tilskadekomne,Region Nordjylland,Knallert,2
Mænd,45-64 år,Lettere tilskadekomne,Region Nordjylland,Knallert,13
Mænd,45-64 år,Lettere tilskadekomne,Region Nordjylland,Cykel,11
Mænd,45-64 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger,5
Mænd,45-64 år,Lettere tilskadekomne,Region Nordjylland,Andre,1
Mænd,65 år og derover,Dræbte,Region Hovedstaden,Almindelig personbil,4
Mænd,65 år og derover,Dræbte,Region Hovedstaden,Taxi,0
Mænd,65 år og derover,Dræbte,Region Hovedstaden,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Dræbte,Region Hovedstaden,Varebil 0-3.500 kg.,2
Mænd,65 år og derover,Dræbte,Region Hovedstaden,Lastbil over 3.500 kg.,0
Mænd,65 år og derover,Dræbte,Region Hovedstaden,Bus,0
Mænd,65 år og derover,Dræbte,Region Hovedstaden,Motorcykel,0
Mænd,65 år og derover,Dræbte,Region Hovedstaden,Knallert,0
Mænd,65 år og derover,Dræbte,Region Hovedstaden,Knallert,0
Mænd,65 år og derover,Dræbte,Region Hovedstaden,Cykel,7
Mænd,65 år og derover,Dræbte,Region Hovedstaden,Fodgænger,3
Mænd,65 år og derover,Dræbte,Region Hovedstaden,Andre,1
Mænd,65 år og derover,Dræbte,Region Sjælland,Almindelig personbil,9
Mænd,65 år og derover,Dræbte,Region Sjælland,Taxi,0
Mænd,65 år og derover,Dræbte,Region Sjælland,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Dræbte,Region Sjælland,Varebil 0-3.500 kg.,0
Mænd,65 år og derover,Dræbte,Region Sjælland,Lastbil over 3.500 kg.,0
Mænd,65 år og derover,Dræbte,Region Sjælland,Bus,0
Mænd,65 år og derover,Dræbte,Region Sjælland,Motorcykel,2
Mænd,65 år og derover,Dræbte,Region Sjælland,Knallert,0
Mænd,65 år og derover,Dræbte,Region Sjælland,Knallert,2
Mænd,65 år og derover,Dræbte,Region Sjælland,Cykel,6
Mænd,65 år og derover,Dræbte,Region Sjælland,Fodgænger,1
Mænd,65 år og derover,Dræbte,Region Sjælland,Andre,1
Mænd,65 år og derover,Dræbte,Region Syddanmark,Almindelig personbil,20
Mænd,65 år og derover,Dræbte,Region Syddanmark,Taxi,0
Mænd,65 år og derover,Dræbte,Region Syddanmark,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Dræbte,Region Syddanmark,Varebil 0-3.500 kg.,1
Mænd,65 år og derover,Dræbte,Region Syddanmark,Lastbil over 3.500 kg.,0
Mænd,65 år og derover,Dræbte,Region Syddanmark,Bus,0
Mænd,65 år og derover,Dræbte,Region Syddanmark,Motorcykel,1
Mænd,65 år og derover,Dræbte,Region Syddanmark,Knallert,1
Mænd,65 år og derover,Dræbte,Region Syddanmark,Knallert,2
Mænd,65 år og derover,Dræbte,Region Syddanmark,Cykel,7
Mænd,65 år og derover,Dræbte,Region Syddanmark,Fodgænger,3
Mænd,65 år og derover,Dræbte,Region Syddanmark,Andre,0
Mænd,65 år og derover,Dræbte,Region Midtjylland,Almindelig personbil,14
Mænd,65 år og derover,Dræbte,Region Midtjylland,Taxi,0
Mænd,65 år og derover,Dræbte,Region Midtjylland,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Dræbte,Region Midtjylland,Varebil 0-3.500 kg.,4
Mænd,65 år og derover,Dræbte,Region Midtjylland,Lastbil over 3.500 kg.,0
Mænd,65 år og derover,Dræbte,Region Midtjylland,Bus,0
Mænd,65 år og derover,Dræbte,Region Midtjylland,Motorcykel,0
Mænd,65 år og derover,Dræbte,Region Midtjylland,Knallert,0
Mænd,65 år og derover,Dræbte,Region Midtjylland,Knallert,0
Mænd,65 år og derover,Dræbte,Region Midtjylland,Cykel,6
Mænd,65 år og derover,Dræbte,Region Midtjylland,Fodgænger,6
Mænd,65 år og derover,Dræbte,Region Midtjylland,Andre,0
Mænd,65 år og derover,Dræbte,Region Nordjylland,Almindelig personbil,2
Mænd,65 år og derover,Dræbte,Region Nordjylland,Taxi,0
Mænd,65 år og derover,Dræbte,Region Nordjylland,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Dræbte,Region Nordjylland,Varebil 0-3.500 kg.,0
Mænd,65 år og derover,Dræbte,Region Nordjylland,Lastbil over 3.500 kg.,0
Mænd,65 år og derover,Dræbte,Region Nordjylland,Bus,0
Mænd,65 år og derover,Dræbte,Region Nordjylland,Motorcykel,0
Mænd,65 år og derover,Dræbte,Region Nordjylland,Knallert,0
Mænd,65 år og derover,Dræbte,Region Nordjylland,Knallert,0
Mænd,65 år og derover,Dræbte,Region Nordjylland,Cykel,3
Mænd,65 år og derover,Dræbte,Region Nordjylland,Fodgænger,2
Mænd,65 år og derover,Dræbte,Region Nordjylland,Andre,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil,20
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Taxi,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Varebil 0-3.500 kg.,1
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Lastbil over 3.500 kg.,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Bus,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Motorcykel,3
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Knallert,1
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Knallert,2
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel,53
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger,21
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Andre,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil,36
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Taxi,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Køretøj 0-3.500 kg under udrykning,1
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Varebil 0-3.500 kg.,1
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Lastbil over 3.500 kg.,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Bus,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Motorcykel,14
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Knallert,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Knallert,4
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel,25
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger,17
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Andre,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil,27
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Taxi,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Varebil 0-3.500 kg.,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Lastbil over 3.500 kg.,1
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Bus,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Motorcykel,9
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Knallert,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Knallert,7
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Cykel,52
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Fodgænger,13
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Andre,3
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil,40
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Midtjylland,Taxi,1
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Midtjylland,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.,1
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Midtjylland,Lastbil over 3.500 kg.,1
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Midtjylland,Bus,2
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel,13
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Midtjylland,Knallert,2
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Midtjylland,Knallert,7
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Midtjylland,Cykel,48
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger,14
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Midtjylland,Andre,1
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil,28
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Nordjylland,Taxi,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Nordjylland,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Nordjylland,Varebil 0-3.500 kg.,4
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Nordjylland,Lastbil over 3.500 kg.,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Nordjylland,Bus,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel,6
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Nordjylland,Knallert,0
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Nordjylland,Knallert,6
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Nordjylland,Cykel,23
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger,8
Mænd,65 år og derover,Alvorligt tilskadekomne,Region Nordjylland,Andre,1
Mænd,65 år og derover,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil,13
Mænd,65 år og derover,Lettere tilskadekomne,Region Hovedstaden,Taxi,1
Mænd,65 år og derover,Lettere tilskadekomne,Region Hovedstaden,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Hovedstaden,Varebil 0-3.500 kg.,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Hovedstaden,Lastbil over 3.500 kg.,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Hovedstaden,Bus,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Hovedstaden,Motorcykel,1
Mænd,65 år og derover,Lettere tilskadekomne,Region Hovedstaden,Knallert,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Hovedstaden,Knallert,3
Mænd,65 år og derover,Lettere tilskadekomne,Region Hovedstaden,Cykel,22
Mænd,65 år og derover,Lettere tilskadekomne,Region Hovedstaden,Fodgænger,7
Mænd,65 år og derover,Lettere tilskadekomne,Region Hovedstaden,Andre,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Sjælland,Almindelig personbil,12
Mænd,65 år og derover,Lettere tilskadekomne,Region Sjælland,Taxi,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Sjælland,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Sjælland,Varebil 0-3.500 kg.,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Sjælland,Lastbil over 3.500 kg.,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Sjælland,Bus,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Sjælland,Motorcykel,1
Mænd,65 år og derover,Lettere tilskadekomne,Region Sjælland,Knallert,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Sjælland,Knallert,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Sjælland,Cykel,7
Mænd,65 år og derover,Lettere tilskadekomne,Region Sjælland,Fodgænger,4
Mænd,65 år og derover,Lettere tilskadekomne,Region Sjælland,Andre,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil,18
Mænd,65 år og derover,Lettere tilskadekomne,Region Syddanmark,Taxi,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Syddanmark,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Syddanmark,Varebil 0-3.500 kg.,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Syddanmark,Lastbil over 3.500 kg.,1
Mænd,65 år og derover,Lettere tilskadekomne,Region Syddanmark,Bus,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Syddanmark,Motorcykel,2
Mænd,65 år og derover,Lettere tilskadekomne,Region Syddanmark,Knallert,1
Mænd,65 år og derover,Lettere tilskadekomne,Region Syddanmark,Knallert,1
Mænd,65 år og derover,Lettere tilskadekomne,Region Syddanmark,Cykel,17
Mænd,65 år og derover,Lettere tilskadekomne,Region Syddanmark,Fodgænger,4
Mænd,65 år og derover,Lettere tilskadekomne,Region Syddanmark,Andre,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil,28
Mænd,65 år og derover,Lettere tilskadekomne,Region Midtjylland,Taxi,1
Mænd,65 år og derover,Lettere tilskadekomne,Region Midtjylland,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.,2
Mænd,65 år og derover,Lettere tilskadekomne,Region Midtjylland,Lastbil over 3.500 kg.,1
Mænd,65 år og derover,Lettere tilskadekomne,Region Midtjylland,Bus,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Midtjylland,Motorcykel,4
Mænd,65 år og derover,Lettere tilskadekomne,Region Midtjylland,Knallert,1
Mænd,65 år og derover,Lettere tilskadekomne,Region Midtjylland,Knallert,1
Mænd,65 år og derover,Lettere tilskadekomne,Region Midtjylland,Cykel,15
Mænd,65 år og derover,Lettere tilskadekomne,Region Midtjylland,Fodgænger,7
Mænd,65 år og derover,Lettere tilskadekomne,Region Midtjylland,Andre,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil,19
Mænd,65 år og derover,Lettere tilskadekomne,Region Nordjylland,Taxi,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Nordjylland,Køretøj 0-3.500 kg under udrykning,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Nordjylland,Varebil 0-3.500 kg.,3
Mænd,65 år og derover,Lettere tilskadekomne,Region Nordjylland,Lastbil over 3.500 kg.,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Nordjylland,Bus,0
Mænd,65 år og derover,Lettere tilskadekomne,Region Nordjylland,Motorcykel,2
Mænd,65 år og derover,Lettere tilskadekomne,Region Nordjylland,Knallert,2
Mænd,65 år og derover,Lettere tilskadekomne,Region Nordjylland,Knallert,3
Mænd,65 år og derover,Lettere tilskadekomne,Region Nordjylland,Cykel,11
Mænd,65 år og derover,Lettere tilskadekomne,Region Nordjylland,Fodgænger,4
Mænd,65 år og derover,Lettere tilskadekomne,Region Nordjylland,Andre,0
Kvinder,0-17 år,Dræbte,Region Hovedstaden,Almindelig personbil,0
Kvinder,0-17 år,Dræbte,Region Hovedstaden,Taxi,0
Kvinder,0-17 år,Dræbte,Region Hovedstaden,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Dræbte,Region Hovedstaden,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Dræbte,Region Hovedstaden,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Dræbte,Region Hovedstaden,Bus,0
Kvinder,0-17 år,Dræbte,Region Hovedstaden,Motorcykel,0
Kvinder,0-17 år,Dræbte,Region Hovedstaden,Knallert,0
Kvinder,0-17 år,Dræbte,Region Hovedstaden,Knallert,0
Kvinder,0-17 år,Dræbte,Region Hovedstaden,Cykel,0
Kvinder,0-17 år,Dræbte,Region Hovedstaden,Fodgænger,2
Kvinder,0-17 år,Dræbte,Region Hovedstaden,Andre,0
Kvinder,0-17 år,Dræbte,Region Sjælland,Almindelig personbil,0
Kvinder,0-17 år,Dræbte,Region Sjælland,Taxi,0
Kvinder,0-17 år,Dræbte,Region Sjælland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Dræbte,Region Sjælland,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Dræbte,Region Sjælland,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Dræbte,Region Sjælland,Bus,0
Kvinder,0-17 år,Dræbte,Region Sjælland,Motorcykel,0
Kvinder,0-17 år,Dræbte,Region Sjælland,Knallert,0
Kvinder,0-17 år,Dræbte,Region Sjælland,Knallert,0
Kvinder,0-17 år,Dræbte,Region Sjælland,Cykel,2
Kvinder,0-17 år,Dræbte,Region Sjælland,Fodgænger,1
Kvinder,0-17 år,Dræbte,Region Sjælland,Andre,0
Kvinder,0-17 år,Dræbte,Region Syddanmark,Almindelig personbil,1
Kvinder,0-17 år,Dræbte,Region Syddanmark,Taxi,0
Kvinder,0-17 år,Dræbte,Region Syddanmark,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Dræbte,Region Syddanmark,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Dræbte,Region Syddanmark,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Dræbte,Region Syddanmark,Bus,0
Kvinder,0-17 år,Dræbte,Region Syddanmark,Motorcykel,0
Kvinder,0-17 år,Dræbte,Region Syddanmark,Knallert,0
Kvinder,0-17 år,Dræbte,Region Syddanmark,Knallert,1
Kvinder,0-17 år,Dræbte,Region Syddanmark,Cykel,0
Kvinder,0-17 år,Dræbte,Region Syddanmark,Fodgænger,1
Kvinder,0-17 år,Dræbte,Region Syddanmark,Andre,0
Kvinder,0-17 år,Dræbte,Region Midtjylland,Almindelig personbil,0
Kvinder,0-17 år,Dræbte,Region Midtjylland,Taxi,0
Kvinder,0-17 år,Dræbte,Region Midtjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Dræbte,Region Midtjylland,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Dræbte,Region Midtjylland,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Dræbte,Region Midtjylland,Bus,0
Kvinder,0-17 år,Dræbte,Region Midtjylland,Motorcykel,0
Kvinder,0-17 år,Dræbte,Region Midtjylland,Knallert,0
Kvinder,0-17 år,Dræbte,Region Midtjylland,Knallert,0
Kvinder,0-17 år,Dræbte,Region Midtjylland,Cykel,0
Kvinder,0-17 år,Dræbte,Region Midtjylland,Fodgænger,0
Kvinder,0-17 år,Dræbte,Region Midtjylland,Andre,0
Kvinder,0-17 år,Dræbte,Region Nordjylland,Almindelig personbil,0
Kvinder,0-17 år,Dræbte,Region Nordjylland,Taxi,0
Kvinder,0-17 år,Dræbte,Region Nordjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Dræbte,Region Nordjylland,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Dræbte,Region Nordjylland,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Dræbte,Region Nordjylland,Bus,0
Kvinder,0-17 år,Dræbte,Region Nordjylland,Motorcykel,0
Kvinder,0-17 år,Dræbte,Region Nordjylland,Knallert,0
Kvinder,0-17 år,Dræbte,Region Nordjylland,Knallert,0
Kvinder,0-17 år,Dræbte,Region Nordjylland,Cykel,0
Kvinder,0-17 år,Dræbte,Region Nordjylland,Fodgænger,3
Kvinder,0-17 år,Dræbte,Region Nordjylland,Andre,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil,16
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Hovedstaden,Taxi,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Hovedstaden,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Hovedstaden,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Hovedstaden,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Hovedstaden,Bus,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Hovedstaden,Motorcykel,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Hovedstaden,Knallert,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Hovedstaden,Knallert,1
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Hovedstaden,Cykel,15
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger,16
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Hovedstaden,Andre,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil,9
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Sjælland,Taxi,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Sjælland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Sjælland,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Sjælland,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Sjælland,Bus,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Sjælland,Motorcykel,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Sjælland,Knallert,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Sjælland,Knallert,2
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Sjælland,Cykel,9
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Sjælland,Fodgænger,8
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Sjælland,Andre,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil,10
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Syddanmark,Taxi,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Syddanmark,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Syddanmark,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Syddanmark,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Syddanmark,Bus,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Syddanmark,Motorcykel,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Syddanmark,Knallert,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Syddanmark,Knallert,3
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Syddanmark,Cykel,7
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Syddanmark,Fodgænger,7
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Syddanmark,Andre,1
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil,13
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Midtjylland,Taxi,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Midtjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Midtjylland,Lastbil over 3.500 kg.,0
