Gender,Age,Type of Injury,Area,Type of Vehicle,Incidents
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Midtjylland,Bus,1
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert,2
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel,9
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger,13
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Midtjylland,Andre,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil,3
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Taxi,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Bus,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert,0
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert,4
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel,2
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger,4
Kvinder,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Andre,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil,11
Kvinder,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Taxi,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Bus,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Motorcykel,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Knallert,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Knallert,2
Kvinder,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel,9
Kvinder,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger,8
Kvinder,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Andre,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil,8
Kvinder,0-17 år,Lettere tilskadekomne,Region Sjælland,Taxi,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Sjælland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Sjælland,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Sjælland,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Sjælland,Bus,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Sjælland,Motorcykel,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Sjælland,Knallert,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Sjælland,Knallert,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Sjælland,Cykel,8
Kvinder,0-17 år,Lettere tilskadekomne,Region Sjælland,Fodgænger,4
Kvinder,0-17 år,Lettere tilskadekomne,Region Sjælland,Andre,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil,11
Kvinder,0-17 år,Lettere tilskadekomne,Region Syddanmark,Taxi,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Syddanmark,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Syddanmark,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Syddanmark,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Syddanmark,Bus,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Syddanmark,Motorcykel,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Syddanmark,Knallert,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Syddanmark,Knallert,5
Kvinder,0-17 år,Lettere tilskadekomne,Region Syddanmark,Cykel,4
Kvinder,0-17 år,Lettere tilskadekomne,Region Syddanmark,Fodgænger,5
Kvinder,0-17 år,Lettere tilskadekomne,Region Syddanmark,Andre,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil,23
Kvinder,0-17 år,Lettere tilskadekomne,Region Midtjylland,Taxi,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Midtjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Midtjylland,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Midtjylland,Bus,1
Kvinder,0-17 år,Lettere tilskadekomne,Region Midtjylland,Motorcykel,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Midtjylland,Knallert,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Midtjylland,Knallert,1
Kvinder,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel,4
Kvinder,0-17 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger,3
Kvinder,0-17 år,Lettere tilskadekomne,Region Midtjylland,Andre,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil,25
Kvinder,0-17 år,Lettere tilskadekomne,Region Nordjylland,Taxi,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Nordjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Nordjylland,Varebil 0-3.500 kg.,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Nordjylland,Lastbil over 3.500 kg.,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Nordjylland,Bus,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Nordjylland,Motorcykel,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Nordjylland,Knallert,0
Kvinder,0-17 år,Lettere tilskadekomne,Region Nordjylland,Knallert,3
Kvinder,0-17 år,Lettere tilskadekomne,Region Nordjylland,Cykel,6
Kvinder,0-17 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger,3
Kvinder,0-17 år,Lettere tilskadekomne,Region Nordjylland,Andre,0
Kvinder,18-24 år,Dræbte,Region Hovedstaden,Almindelig personbil,0
Kvinder,18-24 år,Dræbte,Region Hovedstaden,Taxi,0
Kvinder,18-24 år,Dræbte,Region Hovedstaden,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Dræbte,Region Hovedstaden,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Dræbte,Region Hovedstaden,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Dræbte,Region Hovedstaden,Bus,0
Kvinder,18-24 år,Dræbte,Region Hovedstaden,Motorcykel,0
Kvinder,18-24 år,Dræbte,Region Hovedstaden,Knallert,0
Kvinder,18-24 år,Dræbte,Region Hovedstaden,Knallert,0
Kvinder,18-24 år,Dræbte,Region Hovedstaden,Cykel,1
Kvinder,18-24 år,Dræbte,Region Hovedstaden,Fodgænger,0
Kvinder,18-24 år,Dræbte,Region Hovedstaden,Andre,0
Kvinder,18-24 år,Dræbte,Region Sjælland,Almindelig personbil,1
Kvinder,18-24 år,Dræbte,Region Sjælland,Taxi,0
Kvinder,18-24 år,Dræbte,Region Sjælland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Dræbte,Region Sjælland,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Dræbte,Region Sjælland,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Dræbte,Region Sjælland,Bus,0
Kvinder,18-24 år,Dræbte,Region Sjælland,Motorcykel,0
Kvinder,18-24 år,Dræbte,Region Sjælland,Knallert,0
Kvinder,18-24 år,Dræbte,Region Sjælland,Knallert,0
Kvinder,18-24 år,Dræbte,Region Sjælland,Cykel,1
Kvinder,18-24 år,Dræbte,Region Sjælland,Fodgænger,0
Kvinder,18-24 år,Dræbte,Region Sjælland,Andre,0
Kvinder,18-24 år,Dræbte,Region Syddanmark,Almindelig personbil,2
Kvinder,18-24 år,Dræbte,Region Syddanmark,Taxi,0
Kvinder,18-24 år,Dræbte,Region Syddanmark,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Dræbte,Region Syddanmark,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Dræbte,Region Syddanmark,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Dræbte,Region Syddanmark,Bus,0
Kvinder,18-24 år,Dræbte,Region Syddanmark,Motorcykel,1
Kvinder,18-24 år,Dræbte,Region Syddanmark,Knallert,0
Kvinder,18-24 år,Dræbte,Region Syddanmark,Knallert,0
Kvinder,18-24 år,Dræbte,Region Syddanmark,Cykel,1
Kvinder,18-24 år,Dræbte,Region Syddanmark,Fodgænger,0
Kvinder,18-24 år,Dræbte,Region Syddanmark,Andre,0
Kvinder,18-24 år,Dræbte,Region Midtjylland,Almindelig personbil,3
Kvinder,18-24 år,Dræbte,Region Midtjylland,Taxi,0
Kvinder,18-24 år,Dræbte,Region Midtjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Dræbte,Region Midtjylland,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Dræbte,Region Midtjylland,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Dræbte,Region Midtjylland,Bus,0
Kvinder,18-24 år,Dræbte,Region Midtjylland,Motorcykel,0
Kvinder,18-24 år,Dræbte,Region Midtjylland,Knallert,0
Kvinder,18-24 år,Dræbte,Region Midtjylland,Knallert,0
Kvinder,18-24 år,Dræbte,Region Midtjylland,Cykel,0
Kvinder,18-24 år,Dræbte,Region Midtjylland,Fodgænger,1
Kvinder,18-24 år,Dræbte,Region Midtjylland,Andre,0
Kvinder,18-24 år,Dræbte,Region Nordjylland,Almindelig personbil,2
Kvinder,18-24 år,Dræbte,Region Nordjylland,Taxi,0
Kvinder,18-24 år,Dræbte,Region Nordjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Dræbte,Region Nordjylland,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Dræbte,Region Nordjylland,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Dræbte,Region Nordjylland,Bus,0
Kvinder,18-24 år,Dræbte,Region Nordjylland,Motorcykel,1
Kvinder,18-24 år,Dræbte,Region Nordjylland,Knallert,0
Kvinder,18-24 år,Dræbte,Region Nordjylland,Knallert,0
Kvinder,18-24 år,Dræbte,Region Nordjylland,Cykel,0
Kvinder,18-24 år,Dræbte,Region Nordjylland,Fodgænger,0
Kvinder,18-24 år,Dræbte,Region Nordjylland,Andre,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil,24
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Taxi,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Bus,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Motorcykel,3
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Knallert,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Knallert,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Cykel,27
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger,14
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Andre,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil,22
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Sjælland,Taxi,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Sjælland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Sjælland,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Sjælland,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Sjælland,Bus,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Sjælland,Motorcykel,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Sjælland,Knallert,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Sjælland,Knallert,1
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Sjælland,Cykel,4
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Sjælland,Fodgænger,1
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Sjælland,Andre,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil,23
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Syddanmark,Taxi,1
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Syddanmark,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Syddanmark,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Syddanmark,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Syddanmark,Bus,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Syddanmark,Motorcykel,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Syddanmark,Knallert,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Syddanmark,Knallert,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Syddanmark,Cykel,14
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Syddanmark,Fodgænger,1
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Syddanmark,Andre,1
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil,37
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Midtjylland,Taxi,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Midtjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Midtjylland,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Midtjylland,Bus,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel,21
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger,7
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Midtjylland,Andre,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil,18
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Taxi,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Bus,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel,1
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert,0
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel,7
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger,1
Kvinder,18-24 år,Alvorligt tilskadekomne,Region Nordjylland,Andre,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil,23
Kvinder,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Taxi,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Bus,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Motorcykel,1
Kvinder,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Knallert,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Knallert,1
Kvinder,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Cykel,33
Kvinder,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger,1
Kvinder,18-24 år,Lettere tilskadekomne,Region Hovedstaden,Andre,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil,11
Kvinder,18-24 år,Lettere tilskadekomne,Region Sjælland,Taxi,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Sjælland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Sjælland,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Sjælland,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Sjælland,Bus,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Sjælland,Motorcykel,1
Kvinder,18-24 år,Lettere tilskadekomne,Region Sjælland,Knallert,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Sjælland,Knallert,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Sjælland,Cykel,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Sjælland,Fodgænger,4
Kvinder,18-24 år,Lettere tilskadekomne,Region Sjælland,Andre,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil,27
Kvinder,18-24 år,Lettere tilskadekomne,Region Syddanmark,Taxi,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Syddanmark,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Syddanmark,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Syddanmark,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Syddanmark,Bus,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Syddanmark,Motorcykel,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Syddanmark,Knallert,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Syddanmark,Knallert,2
Kvinder,18-24 år,Lettere tilskadekomne,Region Syddanmark,Cykel,12
Kvinder,18-24 år,Lettere tilskadekomne,Region Syddanmark,Fodgænger,6
Kvinder,18-24 år,Lettere tilskadekomne,Region Syddanmark,Andre,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil,45
Kvinder,18-24 år,Lettere tilskadekomne,Region Midtjylland,Taxi,1
Kvinder,18-24 år,Lettere tilskadekomne,Region Midtjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Midtjylland,Lastbil over 3.500 kg.,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Midtjylland,Bus,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Midtjylland,Motorcykel,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Midtjylland,Knallert,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Midtjylland,Knallert,2
Kvinder,18-24 år,Lettere tilskadekomne,Region Midtjylland,Cykel,15
Kvinder,18-24 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger,8
Kvinder,18-24 år,Lettere tilskadekomne,Region Midtjylland,Andre,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil,30
Kvinder,18-24 år,Lettere tilskadekomne,Region Nordjylland,Taxi,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Nordjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Nordjylland,Varebil 0-3.500 kg.,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Nordjylland,Lastbil over 3.500 kg.,1
Kvinder,18-24 år,Lettere tilskadekomne,Region Nordjylland,Bus,1
Kvinder,18-24 år,Lettere tilskadekomne,Region Nordjylland,Motorcykel,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Nordjylland,Knallert,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Nordjylland,Knallert,0
Kvinder,18-24 år,Lettere tilskadekomne,Region Nordjylland,Cykel,6
Kvinder,18-24 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger,4
Kvinder,18-24 år,Lettere tilskadekomne,Region Nordjylland,Andre,0
Kvinder,25-44 år,Dræbte,Region Hovedstaden,Almindelig personbil,1
Kvinder,25-44 år,Dræbte,Region Hovedstaden,Taxi,0
Kvinder,25-44 år,Dræbte,Region Hovedstaden,Køretøj 0-3.500 kg under udrykning,0
Kvinder,25-44 år,Dræbte,Region Hovedstaden,Varebil 0-3.500 kg.,0
Kvinder,25-44 år,Dræbte,Region Hovedstaden,Lastbil over 3.500 kg.,0
Kvinder,25-44 år,Dræbte,Region Hovedstaden,Bus,0
Kvinder,25-44 år,Dræbte,Region Hovedstaden,Motorcykel,0
Kvinder,25-44 år,Dræbte,Region Hovedstaden,Knallert,0
Kvinder,25-44 år,Dræbte,Region Hovedstaden,Knallert,0
Kvinder,25-44 år,Dræbte,Region Hovedstaden,Cykel,3
Kvinder,25-44 år,Dræbte,Region Hovedstaden,Fodgænger,0
Kvinder,25-44 år,Dræbte,Region Hovedstaden,Andre,0
Kvinder,25-44 år,Dræbte,Region Sjælland,Almindelig personbil,4
Kvinder,25-44 år,Dræbte,Region Sjælland,Taxi,0
Kvinder,25-44 år,Dræbte,Region Sjælland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,25-44 år,Dræbte,Region Sjælland,Varebil 0-3.500 kg.,0
Kvinder,25-44 år,Dræbte,Region Sjælland,Lastbil over 3.500 kg.,0
Kvinder,25-44 år,Dræbte,Region Sjælland,Bus,0
Kvinder,25-44 år,Dræbte,Region Sjælland,Motorcykel,1
Kvinder,25-44 år,Dræbte,Region Sjælland,Knallert,0
Kvinder,25-44 år,Dræbte,Region Sjælland,Knallert,0
Kvinder,25-44 år,Dræbte,Region Sjælland,Cykel,0
Kvinder,25-44 år,Dræbte,Region Sjælland,Fodgænger,0
Kvinder,25-44 år,Dræbte,Region Sjælland,Andre,0
Kvinder,25-44 år,Dræbte,Region Syddanmark,Almindelig personbil,1
Kvinder,25-44 år,Dræbte,Region Syddanmark,Taxi,0
Kvinder,25-44 år,Dræbte,Region Syddanmark,Køretøj 0-3.500 kg under udrykning,0
Kvinder,25-44 år,Dræbte,Region Syddanmark,Varebil 0-3.500 kg.,0
Kvinder,25-44 år,Dræbte,Region Syddanmark,Lastbil over 3.500 kg.,0
Kvinder,25-44 år,Dræbte,Region Syddanmark,Bus,0
Kvinder,25-44 år,Dræbte,Region Syddanmark,Motorcykel,0
Kvinder,25-44 år,Dræbte,Region Syddanmark,Knallert,0
Kvinder,25-44 år,Dræbte,Region Syddanmark,Knallert,0
Kvinder,25-44 år,Dræbte,Region Syddanmark,Cykel,2
Kvinder,25-44 år,Dræbte,Region Syddanmark,Fodgænger,0
Kvinder,25-44 år,Dræbte,Region Syddanmark,Andre,1
Kvinder,25-44 år,Dræbte,Region Midtjylland,Almindelig personbil,3
Kvinder,25-44 år,Dræbte,Region Midtjylland,Taxi,0
Kvinder,25-44 år,Dræbte,Region Midtjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,25-44 år,Dræbte,Region Midtjylland,Varebil 0-3.500 kg.,0
Kvinder,25-44 år,Dræbte,Region Midtjylland,Lastbil over 3.500 kg.,0
Kvinder,25-44 år,Dræbte,Region Midtjylland,Bus,0
Kvinder,25-44 år,Dræbte,Region Midtjylland,Motorcykel,0
Kvinder,25-44 år,Dræbte,Region Midtjylland,Knallert,0
Kvinder,25-44 år,Dræbte,Region Midtjylland,Knallert,1
Kvinder,25-44 år,Dræbte,Region Midtjylland,Cykel,0
Kvinder,25-44 år,Dræbte,Region Midtjylland,Fodgænger,0
Kvinder,25-44 år,Dræbte,Region Midtjylland,Andre,0
Kvinder,25-44 år,Dræbte,Region Nordjylland,Almindelig personbil,0
Kvinder,25-44 år,Dræbte,Region Nordjylland,Taxi,0
Kvinder,25-44 år,Dræbte,Region Nordjylland,Køretøj 0-3.500 kg under udrykning,0
Kvinder,25-44 år,Dræbte,Region Nordjylland,Varebil 0-3.500 kg.,0
Kvinder,25-44 år,Dræbte,Region Nordjylland,Lastbil over 3.500 kg.,0
Kvinder,25-44 år,Dræbte,Region Nordjylland,Bus,0
Kvinder,25-44 år,Dræbte,Region Nordjylland,Motorcykel,0
Kvinder,25-44 år,Dræbte,Region Nordjylland,Knallert,0
Kvinder,25-44 år,Dræbte,Region Nordjylland,Knallert,0
Kvinder,25-44 år,Dræbte,Region Nordjylland,Cykel,0
Kvinder,25-44 år,Dræbte,Region Nordjylland,Fodgænger,0
Kvinder,25-44 år,Dræbte,Region Nordjylland,Andre,0
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil,26
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Hovedstaden,Taxi,0
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Hovedstaden,Køretøj 0-3.500 kg under udrykning,1
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Hovedstaden,Varebil 0-3.500 kg.,1
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Hovedstaden,Lastbil over 3.500 kg.,0
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Hovedstaden,Bus,0
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Hovedstaden,Motorcykel,2
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Hovedstaden,Knallert,0
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Hovedstaden,Knallert,4
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Hovedstaden,Cykel,89
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger,20
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Hovedstaden,Andre,0
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil,37
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Sjælland,Taxi,0
Kvinder,25-44 år,Alvorligt tilskadekomne,Region Sjælland,Køretøj 0-3.500 kg under udrykning,0
