Gender,Age,Type of Injury,Area,Type of Vehicle
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Knallert
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Knallert
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger
Kvinder,45-64 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Dræbte,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Dræbte,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Sjælland,Cykel
Kvinder,65 år og derover,Dræbte,Region Sjælland,Cykel
Kvinder,65 år og derover,Dræbte,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Syddanmark,Cykel
Kvinder,65 år og derover,Dræbte,Region Syddanmark,Cykel
Kvinder,65 år og derover,Dræbte,Region Syddanmark,Cykel
Kvinder,65 år og derover,Dræbte,Region Syddanmark,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Syddanmark,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Syddanmark,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Syddanmark,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Midtjylland,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Midtjylland,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Midtjylland,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Midtjylland,Knallert
Kvinder,65 år og derover,Dræbte,Region Midtjylland,Cykel
Kvinder,65 år og derover,Dræbte,Region Midtjylland,Cykel
Kvinder,65 år og derover,Dræbte,Region Midtjylland,Fodgænger
Kvinder,65 år og derover,Dræbte,Region Nordjylland,Almindelig personbil
Kvinder,65 år og derover,Dræbte,Region Nordjylland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Bus
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Bus
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Motorcykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Motorcykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Hovedstaden,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Motorcykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Knallert
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Cykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Sjælland,Fodgænger
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Almindelig personbil
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Motorcykel
Kvinder,65 år og derover,Alvorligt tilskadekomne,Region Syddanmark,Knallert
